manipulation_activity_id,manipulation_activity_admin_id,manipulation_activity_admin_name,manipulation_activity_customer_id,manipulation_activity_customer_name,manipulation_activity_type,manipulation_activity_action,manipulation_activity_ip,manipulation_activity_located,manipulation_activity_device,created_at
92,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Tiêu Đề Ảnh Cấu Hình( ID Ảnh : 25),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-23 15:19:16
93,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 1 Hình Ảnh Vào Cấu hình website,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-23 15:25:51
94,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 1 Hình Ảnh Vào Cấu hình website,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-23 15:26:39
95,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 1 Hình Ảnh Vào Cấu hình website,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-23 15:40:37
96,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 1 Hình Ảnh Vào Cấu hình website,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-23 15:41:47
97,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:01:00
98,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:01:02
99,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:01:03
100,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:01:04
101,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:20:00
102,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:20:10
103,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:20:22
104,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:23:47
105,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:23:51
106,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:23:58
107,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:24:20
108,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:24:20
109,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:24:26
110,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:24:27
111,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:24:29
112,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:24:32
113,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:25:03
114,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:25:07
115,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:25:34
116,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:25:35
117,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 07:35:08
118,1,Quản Trị Viên,NULL,NULL,0,Xóa Tài Khoản Vào Thùng Rác( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:03:21
119,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:03:22
120,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:04:18
121,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:04:37
122,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:13:01
123,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:13:36
124,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:13:59
125,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:14:39
126,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:14:53
127,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:15:10
128,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:15:50
129,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:16:09
130,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:16:17
131,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:16:26
132,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:18:13
133,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:18:33
134,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:19:03
135,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:21:25
136,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:21:37
137,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:21:46
138,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:22:28
139,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:22:44
140,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:24:31
141,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 09:25:08
142,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:48:20
143,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:48:25
144,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:49:34
145,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:50:25
146,1,Quản Trị Viên,NULL,NULL,0,Xóa Tài Khoản Vào Thùng Rác( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:50:34
147,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:50:35
148,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:50:39
149,1,Quản Trị Viên,NULL,NULL,0,Xóa Tài Khoản Vào Thùng Rác( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:50:48
150,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:50:50
151,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:51:34
152,1,Quản Trị Viên,NULL,NULL,0,Xóa Tài Khoản Vào Thùng Rác( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:51:39
153,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:51:40
154,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:51:41
155,1,Quản Trị Viên,NULL,NULL,0,Xóa Tài Khoản Vào Thùng Rác( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:51:45
156,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:51:46
157,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:53:07
158,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:53:08
159,1,Quản Trị Viên,NULL,NULL,0,Xóa Tài Khoản Vào Thùng Rác( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:53:22
160,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:53:24
161,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:53:25
162,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:10
163,1,Quản Trị Viên,NULL,NULL,0,Xóa Vĩnh Viển Tài Khoản ( ID : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:26
164,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:27
165,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:32
166,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:40
167,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:41
168,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:42
169,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:46
170,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:48
171,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:57:52
172,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:59:41
173,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:59:42
174,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:59:43
175,1,Quản Trị Viên,NULL,NULL,0,Xóa Vĩnh Viển Tài Khoản ( ID : 2),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:59:52
176,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 10:59:53
177,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 11:01:00
178,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 11:01:15
179,1,Quản Trị Viên,NULL,NULL,0,Xóa Tài Khoản Vào Thùng Rác( ID : 3),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 11:01:21
180,1,Quản Trị Viên,NULL,NULL,0,Xem Tài Khoản Khách Hàng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 11:01:22
181,1,Quản Trị Viên,NULL,NULL,0,Khôi Phục Tài Khoản ( ID : 3),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2022-10-25 11:01:23
